ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag,,,,
CHEMBL4051,Cystic fibrosis transmembrane conductance regulator,P13569,SINGLE PROTEIN,Homo sapiens,874,1685,9606,False,,,,
CHEMBL2068,Ephrin type-A receptor 2,P29317,SINGLE PROTEIN,Homo sapiens,2518,3385,9606,False,,,,
CHEMBL3763008,Protein cereblon,Q96SW2,SINGLE PROTEIN,Homo sapiens,55,105,9606,False,,,,
CHEMBL3155,Serotonin 7 (5-HT7) receptor,P34969,SINGLE PROTEIN,Homo sapiens,3543,5039,9606,False,,,,
CHEMBL4506,NAD-dependent deacetylase sirtuin 1,Q96EB6,SINGLE PROTEIN,Homo sapiens,2063,3424,9606,False,,,,
CHEMBL5319,Epithelial discoidin domain-containing receptor 1,Q08345,SINGLE PROTEIN,Homo sapiens,743,959,9606,False,,,,
CHEMBL1980,Sodium channel protein type V alpha subunit,Q14524,SINGLE PROTEIN,Homo sapiens,2464,3091,9606,False,,,,
CHEMBL4306,Voltage-gated potassium channel subunit Kv1.5,P22460,SINGLE PROTEIN,Homo sapiens,1121,1344,9606,False,,,,
CHEMBL1983,Serotonin 1d (5-HT1d) receptor,P28221,SINGLE PROTEIN,Homo sapiens,1836,2789,9606,False,,,,
CHEMBL1946,Melatonin receptor 1B,P49286,SINGLE PROTEIN,Homo sapiens,1131,2092,9606,False,,,,
CHEMBL5784,NUAK family SNF1-like kinase 1,O60285,SINGLE PROTEIN,Homo sapiens,1081,1701,9606,False,,,,
CHEMBL4523457,V-type immunoglobulin domain-containing suppressor of T-cell activation,Q9H7M9,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4105990,Ubiquitin-conjugating enzyme E2 D2,P62837,SINGLE PROTEIN,Homo sapiens,4,4,9606,False,,,,
CHEMBL4295963,ADP-ribose glycohydrolase ARH3,Q9NX46,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL4523365,Phosphatidylinositol-glycan biosynthesis class W protein,Q7Z7B1,SINGLE PROTEIN,Homo sapiens,5,5,9606,False,,,,
CHEMBL4295805,Serine/arginine-rich splicing factor 1,Q07955,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4105965,Lys-63-specific deubiquitinase BRCC36,P46736,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4105827,Nucleotide triphosphate diphosphatase NUDT15,Q9NV35,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4105835,Ubiquitin-conjugating enzyme E2 K,P61086,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295992,YTH domain-containing family protein 2,Q9Y5A9,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295746,Long-chain-fatty-acid--CoA ligase 1,P33121,SINGLE PROTEIN,Homo sapiens,39,40,9606,False,,,,
CHEMBL4295723,Vinculin,P18206,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523355,Sialic acid-binding Ig-like lectin 15,Q6ZMC9,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL3267,PI3-kinase p110-gamma subunit,P48736,SINGLE PROTEIN,Homo sapiens,4169,4928,9606,False,,,,
CHEMBL4462,NAD-dependent deacetylase sirtuin 2,Q8IXJ6,SINGLE PROTEIN,Homo sapiens,2345,3844,9606,False,,,,
CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,SINGLE PROTEIN,Homo sapiens,5876,9748,9606,False,,,,
CHEMBL2081,Glutathione S-transferase Mu 1,P09488,SINGLE PROTEIN,Homo sapiens,47,61,9606,False,,,,
CHEMBL4036,Cyclin-dependent kinase 5,Q00535,SINGLE PROTEIN,Homo sapiens,2319,2971,9606,False,,,,
CHEMBL274,C-C chemokine receptor type 5,P51681,SINGLE PROTEIN,Homo sapiens,3357,5581,9606,False,,,,
CHEMBL4879410,[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial,O14874,SINGLE PROTEIN,Homo sapiens,2,3,9606,False,,,
CHEMBL4523920,Adhesion G protein-coupled receptor L4,Q9HBW9,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523874,Probable G-protein coupled receptor 158,Q5T848,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523860,Probable G-protein coupled receptor 171,O14626,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523870,Probable G-protein coupled receptor 19,Q15760,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523929,Adhesion G-protein coupled receptor G1,Q9Y653,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3039,NADH-ubiquinone oxidoreductase 49 kDa subunit,O75306,SINGLE PROTEIN,Homo sapiens,2,3,9606,False,,,,
CHEMBL4879446,Ras-related protein R-Ras2,P62070,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523868,Probable G-protein coupled receptor 85,P60893,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4524042,Tribbles homolog 1,Q96RU8,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523880,Adhesion G-protein coupled receptor D2,Q7Z7M1,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523913,Probable G-protein coupled receptor 21,Q99679,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523928,Probable G-protein coupled receptor 45,Q9Y5Y3,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523891,Adhesion G-protein coupled receptor F3,Q8IZF5,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523858,Probable G-protein coupled receptor 25,O00155,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL1743319,UDP-glucuronosyltransferase 1-9,O60656,SINGLE PROTEIN,Homo sapiens,199,343,9606,False,,,,
CHEMBL1293232,Survival motor neuron protein,Q16637,SINGLE PROTEIN,Homo sapiens,33594,34227,9606,False,,,,
CHEMBL2755,Glutathione reductase,P00390,SINGLE PROTEIN,Homo sapiens,253,330,9606,False,,,,
CHEMBL4491,Glutathione S-transferase kappa 1,Q9Y2Q3,SINGLE PROTEIN,Homo sapiens,19,56,9606,False,,,,
CHEMBL6083,Receptor-interacting serine/threonine-protein kinase 4,P57078,SINGLE PROTEIN,Homo sapiens,229,238,9606,False,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,SINGLE PROTEIN,Homo sapiens,2943,4684,9606,False,,,,
CHEMBL1913,Platelet-derived growth factor receptor beta,P09619,SINGLE PROTEIN,Homo sapiens,3458,5006,9606,False,,,,
CHEMBL3729,Carbonic anhydrase IV,P22748,SINGLE PROTEIN,Homo sapiens,1548,2003,9606,False,,,,
CHEMBL4073,Matrix metalloproteinase 7,P09237,SINGLE PROTEIN,Homo sapiens,877,983,9606,False,,,,
CHEMBL3172,Dihydropyrimidine dehydrogenase,Q12882,SINGLE PROTEIN,Homo sapiens,17,17,9606,False,,,,
CHEMBL4494,Acyl-CoA:dihydroxyacetonephosphateacyltransferase,O15228,SINGLE PROTEIN,Homo sapiens,9,75,9606,False,,,,
CHEMBL299,Protein kinase C alpha,P17252,SINGLE PROTEIN,Homo sapiens,3890,5866,9606,False,,,,
CHEMBL1957,Insulin-like growth factor I receptor,P08069,SINGLE PROTEIN,Homo sapiens,5600,8538,9606,False,,,,
CHEMBL4685,Indoleamine 2,3-dioxygenase,P14902,SINGLE PROTEIN,Homo sapiens,3124,5961,9606,False,,,
CHEMBL6007,Transient receptor potential cation channel subfamily A member 1,O75762,SINGLE PROTEIN,Homo sapiens,994,1779,9606,False,,,,
CHEMBL252,Endothelin receptor ET-A,P25101,SINGLE PROTEIN,Homo sapiens,2815,4168,9606,False,,,,
CHEMBL3795,Melanocortin receptor 1,Q01726,SINGLE PROTEIN,Homo sapiens,1161,2473,9606,False,,,,
CHEMBL3959,Quinone reductase 2,P16083,SINGLE PROTEIN,Homo sapiens,623,842,9606,False,,,,
CHEMBL4523218,N-acetylgalactosamine-6-sulfatase,P34059,SINGLE PROTEIN,Homo sapiens,3,25,9606,False,,,,
CHEMBL3588730,Tyrosine-protein kinase BAZ1B,Q9UIG0,SINGLE PROTEIN,Homo sapiens,15,15,9606,False,,,,
CHEMBL4561,Neuropeptide Y receptor type 5,Q15761,SINGLE PROTEIN,Homo sapiens,1465,1834,9606,False,,,,
CHEMBL4718,MAP kinase-interacting serine/threonine-protein kinase MNK1,Q9BUB5,SINGLE PROTEIN,Homo sapiens,1354,1944,9606,False,,,,
CHEMBL3414416,Testis-specific serine/threonine-protein kinase 3,Q96PN8,SINGLE PROTEIN,Homo sapiens,155,162,9606,False,,,,
CHEMBL1787,Steroid 5-alpha-reductase 1,P18405,SINGLE PROTEIN,Homo sapiens,548,753,9606,False,,,,
CHEMBL6120,Solute carrier family 22 member 12,Q96S37,SINGLE PROTEIN,Homo sapiens,562,695,9606,False,,,,
CHEMBL1899,Serotonin 3a (5-HT3a) receptor,P46098,SINGLE PROTEIN,Homo sapiens,1621,2030,9606,False,,,,
CHEMBL3085622,Bromodomain-containing protein 7,Q9NPI1,SINGLE PROTEIN,Homo sapiens,75,113,9606,False,,,,
CHEMBL5043,Endoplasmic reticulum aminopeptidase 2,Q6P179,SINGLE PROTEIN,Homo sapiens,317,351,9606,False,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,SINGLE PROTEIN,Homo sapiens,947,1275,9606,False,,,,
CHEMBL5047,Serine/threonine-protein kinase ULK3,Q6PHR2,SINGLE PROTEIN,Homo sapiens,625,869,9606,False,,,,
CHEMBL1075132,Heat shock protein 75 kDa, mitochondrial,Q12931,SINGLE PROTEIN,Homo sapiens,184,259,9606,False,,,
CHEMBL1790,Vasopressin V2 receptor,P30518,SINGLE PROTEIN,Homo sapiens,1058,1711,9606,False,,,,
CHEMBL1784,Glucagon-like peptide 1 receptor,P43220,SINGLE PROTEIN,Homo sapiens,106124,109375,9606,False,,,,
CHEMBL3761,Beta-glucosidase,Q9HCG7,SINGLE PROTEIN,Homo sapiens,200,256,9606,False,,,,
CHEMBL5939,Endoplasmic reticulum aminopeptidase 1,Q9NZ08,SINGLE PROTEIN,Homo sapiens,428,545,9606,False,,,,
CHEMBL3407316,Ubiquitin carboxyl-terminal hydrolase isozyme L5,Q9Y5K5,SINGLE PROTEIN,Homo sapiens,22,31,9606,False,,,,
CHEMBL2157853,Ubiquitin carboxyl-terminal hydrolase 28,Q96RU2,SINGLE PROTEIN,Homo sapiens,254,256,9606,False,,,,
CHEMBL5638,Serine/threonine-protein kinase Nek11,Q8NG66,SINGLE PROTEIN,Homo sapiens,407,587,9606,False,,,,
CHEMBL1827,Phosphodiesterase 5A,O76074,SINGLE PROTEIN,Homo sapiens,3422,4946,9606,False,,,,
CHEMBL5938,Serine/threonine-protein kinase PLK2,Q9NYY3,SINGLE PROTEIN,Homo sapiens,750,984,9606,False,,,,
CHEMBL4523422,NEDD8-conjugating enzyme UBE2F,Q969M7,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL3880,Heat shock protein HSP 90-alpha,P07900,SINGLE PROTEIN,Homo sapiens,2876,3957,9606,False,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,SINGLE PROTEIN,Homo sapiens,799,1023,9606,False,,,,
CHEMBL3774295,Lysine-specific demethylase 5B,Q9UGL1,SINGLE PROTEIN,Homo sapiens,496,644,9606,False,,,,
CHEMBL2157858,Dual specificity protein phosphatase 2,Q05923,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4550,5-lipoxygenase activating protein,P20292,SINGLE PROTEIN,Homo sapiens,2341,3158,9606,False,,,,
CHEMBL5203,dUTP pyrophosphatase,P33316,SINGLE PROTEIN,Homo sapiens,359,446,9606,False,,,,
CHEMBL4018,Neuropeptide Y receptor type 2,P49146,SINGLE PROTEIN,Homo sapiens,2080,3410,9606,False,,,,
CHEMBL2938,Protein kinase C gamma,P05129,SINGLE PROTEIN,Homo sapiens,1743,2452,9606,False,,,,
CHEMBL3024,Serine/threonine-protein kinase PLK1,P53350,SINGLE PROTEIN,Homo sapiens,26940,28338,9606,False,,,,
CHEMBL4093,LXR-beta,P55055,SINGLE PROTEIN,Homo sapiens,2046,3743,9606,False,,,,
CHEMBL1075173,Serine/threonine-protein kinase WNK1,Q9H4A3,SINGLE PROTEIN,Homo sapiens,211,234,9606,False,,,,
CHEMBL5408,Serine/threonine-protein kinase TBK1,Q9UHD2,SINGLE PROTEIN,Homo sapiens,2069,3692,9606,False,,,,
CHEMBL3105,Poly [ADP-ribose] polymerase-1,P09874,SINGLE PROTEIN,Homo sapiens,3951,5557,9606,False,,,,
CHEMBL2034804,Taste receptor type 2 member 31,P59538,SINGLE PROTEIN,Homo sapiens,22,86,9606,False,,,,
CHEMBL1868,Vascular endothelial growth factor receptor 1,P17948,SINGLE PROTEIN,Homo sapiens,4111,6178,9606,False,,,,
CHEMBL3879827,Chromodomain Y-like protein,Q9Y232,SINGLE PROTEIN,Homo sapiens,64,97,9606,False,,,,
CHEMBL2140,Tryptophan 2,3-dioxygenase,P48775,SINGLE PROTEIN,Homo sapiens,854,1213,9606,False,,,
CHEMBL1805,Serotonin 1f (5-HT1f) receptor,P30939,SINGLE PROTEIN,Homo sapiens,174,240,9606,False,,,,
CHEMBL3542435,UDP-glucuronosyltransferase 1-3,P35503,SINGLE PROTEIN,Homo sapiens,121,217,9606,False,,,,
CHEMBL4135,Geranylgeranyl transferase type I beta subunit,P53609,SINGLE PROTEIN,Homo sapiens,106,110,9606,False,,,,
CHEMBL4422,Free fatty acid receptor 1,O14842,SINGLE PROTEIN,Homo sapiens,2152,4414,9606,False,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,SINGLE PROTEIN,Homo sapiens,1024,1429,9606,False,,,,
CHEMBL3788,Serine/threonine-protein kinase PLK4,O00444,SINGLE PROTEIN,Homo sapiens,1545,1779,9606,False,,,,
CHEMBL5994,C-X-C chemokine receptor type 6,O00574,SINGLE PROTEIN,Homo sapiens,69,260,9606,False,,,,
CHEMBL1795166,Sterol regulatory element-binding protein 2,Q12772,SINGLE PROTEIN,Homo sapiens,31,50,9606,False,,,,
CHEMBL5921,Bifunctional protein NCOAT,O60502,SINGLE PROTEIN,Homo sapiens,280,371,9606,False,,,,
CHEMBL3421,Phosphodiesterase 1A,P54750,SINGLE PROTEIN,Homo sapiens,178,246,9606,False,,,,
CHEMBL6170,Cytochrome b5,P00167,SINGLE PROTEIN,Homo sapiens,4,5,9606,False,,,,
CHEMBL4641,Voltage-gated T-type calcium channel alpha-1G subunit,O43497,SINGLE PROTEIN,Homo sapiens,963,1360,9606,False,,,,
CHEMBL5678,G protein-coupled receptor kinase 5,P34947,SINGLE PROTEIN,Homo sapiens,820,1086,9606,False,,,,
CHEMBL3797013,Heterogeneous nuclear ribonucleoprotein H,P31943,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL1997,Equilibrative nucleoside transporter 1,Q99808,SINGLE PROTEIN,Homo sapiens,337,572,9606,False,,,,
CHEMBL4305,Intermediate conductance calcium-activated potassium channel protein 4,O15554,SINGLE PROTEIN,Homo sapiens,79,85,9606,False,,,,
CHEMBL4521,Cytochrome P450 24A1,Q07973,SINGLE PROTEIN,Homo sapiens,91,154,9606,False,,,,
CHEMBL291,Phosphodiesterase 4C,Q08493,SINGLE PROTEIN,Homo sapiens,208,243,9606,False,,,,
CHEMBL6000,Serine/threonine-protein kinase RIO2,Q9BVS4,SINGLE PROTEIN,Homo sapiens,450,587,9606,False,,,,
CHEMBL3879867,Kinesin-like protein KIF27,Q86VH2,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL4739853,Protein disulfide-isomerase A2,Q13087,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL4802015,Synaptic vesicle membrane protein VAT-1 homolog,Q99536,SINGLE PROTEIN,Homo sapiens,1,3,9606,False,,,,
CHEMBL3102,Dopamine beta-hydroxylase,P09172,SINGLE PROTEIN,Homo sapiens,84,131,9606,False,,,,
CHEMBL3988505,Collagen alpha-4(IV) chain,P53420,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3712870,OX-2 membrane glycoprotein,P41217,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL4630883,Fractalkine,P78423,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL4630885,Oncostatin-M-specific receptor subunit beta,Q99650,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL4630890,Interleukin-33,O95760,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3713712,Elastin,P15502,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3879855,Ras-related protein Ral-A,P11233,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4105860,Sialic acid-binding Ig-like lectin 9,Q9Y336,SINGLE PROTEIN,Homo sapiens,9033,9261,9606,False,,,,
CHEMBL4295644,HCLS1-associated protein X-1,O00165,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL4295671,DnaJ homolog subfamily A member 2,O60884,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2316,Granzyme B,P10144,SINGLE PROTEIN,Homo sapiens,45,52,9606,False,,,,
CHEMBL4942,P2X purinoceptor 5,Q93086,SINGLE PROTEIN,Homo sapiens,8,8,9606,False,,,,
CHEMBL1861,4-hydroxyphenylpyruvate dioxygenase,P32754,SINGLE PROTEIN,Homo sapiens,113,117,9606,False,,,,
CHEMBL5772,Polycystin-1,P98161,SINGLE PROTEIN,Homo sapiens,6,6,9606,False,,,,
CHEMBL3631,Integrin beta-2,P05107,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL2019,Type I iodothyronine deiodinase (Type-I 5'-deiodinase) (DIOI) (Type 1 DI) (5DI),P49895,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3856162,Low affinity immunoglobulin gamma Fc region receptor III-A,P08637,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL4630878,T-cell immunoreceptor with Ig and ITIM domains,Q495A1,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL1975,T-cell surface glycoprotein CD3 epsilon chain,P07766,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL4105899,14-3-3 protein zeta/delta,P63104,SINGLE PROTEIN,Homo sapiens,29,53,9606,False,,,,
CHEMBL4662938,Protransforming growth factor alpha,P01135,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3510,Carbonic anhydrase XIV,Q9ULX7,SINGLE PROTEIN,Homo sapiens,899,1281,9606,False,,,,
CHEMBL2364160,Vesicle-associated membrane protein 2,P63027,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3833481,GDNF family receptor alpha-1,P56159,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL1795,Atrial natriuretic peptide receptor B,P20594,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3580483,Interleukin-5 receptor subunit alpha,Q01344,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3712856,Tenascin,P24821,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3712857,Tumor necrosis factor receptor superfamily member 9,Q07011,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL1741309,Osteopontin,P10451,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL1976,Growth hormone receptor,P10912,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL5737,VIP peptides,P01282,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL1873,Tissue-type plasminogen activator,P00750,SINGLE PROTEIN,Homo sapiens,965,1054,9606,False,,,,
CHEMBL4105862,Eukaryotic translation initiation factor 5A-1,P63241,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3137294,Platelet-derived growth factor subunit A,P04085,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4630892,NKG2-A/NKG2-B type II integral membrane protein,P26715,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL4630895,Killer cell immunoglobulin-like receptor 3DL2,P43630,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL1741190,GTP-binding nuclear protein Ran,P62826,SINGLE PROTEIN,Homo sapiens,244,244,9606,False,,,,
CHEMBL3712995,Tumor necrosis factor receptor superfamily member 18,Q9Y5U5,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3989382,Macrophage colony-stimulating factor 1,P09603,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL4665586,Interleukin-21,Q9HBE4,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3596085,Angiotensinogen,P01019,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2300,Glycerol kinase,P32189,SINGLE PROTEIN,Homo sapiens,6,6,9606,False,,,,
CHEMBL5243,Homeobox protein Brn-1,P20264,SINGLE PROTEIN,Homo sapiens,4,4,9606,False,,,,
CHEMBL1075180,CD81 antigen,P60033,SINGLE PROTEIN,Homo sapiens,9,15,9606,False,,,,
CHEMBL6156,Tripeptidyl-peptidase 2,P29144,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4105702,Ras-related protein Rab-27A,P51159,SINGLE PROTEIN,Homo sapiens,222,222,9606,False,,,,
CHEMBL3305,Testis-specific androgen-binding protein,P04278,SINGLE PROTEIN,Homo sapiens,179,320,9606,False,,,,
CHEMBL3712961,Prostate stem cell antigen,O43653,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3391681,Mitochondrial glycerol-3-phosphate dehydrogenase,P43304,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3712965,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1,Q96FE5,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3713014,Choline transporter-like protein 4,Q53GD3,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3989384,Cadherin-3,P22223,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3712888,T-cell surface glycoprotein CD5,P06127,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3712914,Tumor necrosis factor ligand superfamily member 14,O43557,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3712850,Tumor necrosis factor receptor superfamily member 12A,Q9NP84,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3712859,Claudin-18,P56856,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL1842,Myeloid cell surface antigen CD33,P20138,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3712903,Transforming growth factor beta-3,P10600,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3833441,Killer cell immunoglobulin-like receptor 2DL2,P43627,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3580488,Vascular endothelial growth factor B,P49765,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3712852,B-cell antigen receptor complex-associated protein beta chain,P40259,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3712853,T-cell differentiation antigen CD6,P30203,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL4523581,Zinc transporter ZIP6,Q13433,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3430867,UDP-galactose translocator,P78381,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL2285,ADAMTS5,Q9UNA0,SINGLE PROTEIN,Homo sapiens,620,699,9606,False,,,,
CHEMBL280,Matrix metalloproteinase 13,P45452,SINGLE PROTEIN,Homo sapiens,3195,3986,9606,False,,,,
CHEMBL4523362,Aprataxin,Q7Z2E3,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4630807,Mitofusin-2,O95140,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL2465,Dihydropyrimidinase,Q14117,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3712885,Endoglin,P17813,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3559706,Taste receptor type 2 member 50,P59544,SINGLE PROTEIN,Homo sapiens,10,12,9606,False,,,,
CHEMBL4295942,EH domain-containing protein 1,Q9H4M9,SINGLE PROTEIN,Homo sapiens,10,15,9606,False,,,,
CHEMBL1293320,Protein phosphatase methylesterase 1,Q9Y570,SINGLE PROTEIN,Homo sapiens,32,52,9606,False,,,,
CHEMBL3712920,Interleukin-10,P22301,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3712938,Neural cell adhesion molecule 1,P13591,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3712996,Blood group Rh(D) polypeptide,Q02161,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3713020,Mucin-5AC,P98088,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3580492,Basigin,P35613,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3713007,Interferon alpha-1/13,P01562,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL4303061,Sialic acid-binding Ig-like lectin 10,Q96LC7,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL3712919,Transmembrane glycoprotein NMB,Q14956,SINGLE PROTEIN,Homo sapiens,,,9606,False,,,,
CHEMBL4295741,Peroxiredoxin-6,P30041,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL2191,Phosphofructokinase liver type,P17858,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL4296004,Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial,P50213,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,
CHEMBL4105973,Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial,Q9P2R7,SINGLE PROTEIN,Homo sapiens,204,204,9606,False,,,
CHEMBL3129,Guanine deaminase,Q9Y2T3,SINGLE PROTEIN,Homo sapiens,15,18,9606,False,,,,
CHEMBL4523927,Trace amine-associated receptor 2,Q9P1P5,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL1255125,Segment polarity protein dishevelled homolog DVL-2,O14641,SINGLE PROTEIN,Homo sapiens,5,5,9606,False,,,,
CHEMBL4523901,Probable G-protein coupled receptor 148,Q8TDV2,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523252,Taste receptor type 2 member 45,P59539,SINGLE PROTEIN,Homo sapiens,7,8,9606,False,,,,
CHEMBL4105890,Structural maintenance of chromosomes protein 2,O95347,SINGLE PROTEIN,Homo sapiens,241,241,9606,False,,,,
CHEMBL4295909,Sodium-dependent phosphate transporter 1,Q8WUM9,SINGLE PROTEIN,Homo sapiens,12,12,9606,False,,,,
